,service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,fee_mean,fee_std,fee_fluctuate,online_time_norm,fee_mean_norm,fee_fluctuate_norm,month_traffic_norm,contract_time_norm,pay_num_norm,last_month_traffic_norm,local_trafffic_month_norm,local_caller_time_norm,service1_caller_time_norm,service2_caller_time_norm,age_norm,former_complaint_num_norm,former_complaint_fee_norm,service1_caller_time_dimean,last_month_traffic_dimean,former_complaint_num_dimean,former_complaint_fee_dimean,user_id,fee_mean_2,fee_mean_2_norm
322572,4,0,134,247.65,340.55,76.2,218.0,3924.8737450000003,0,9,12,0,4,3,280.0,0.0,3543.7919909999996,37.8,7.05,297.916667,2,47,0,0,0,4,220.6,94.839107,-9.883333,0.487179,0.048005,0.358383,0.024676,0.245283,0.014430000000000002,0.0,0.021869,0.008215,0.0016649999999999998,0.045764,0.47474700000000003,0.0,0.0,1,0,0,0,1RXnYwQUiHEu2l09,24.45,0.616382
322763,4,0,33,86.0,106.0,126.3,91.0,276.083825,0,1,24,0,3,1,82.0,800.0,99.941805,4.75,0.0,4.75,1,65,0,0,0,0,102.325,15.676954,1.666667,0.11721600000000001,0.022269,0.363609,0.001736,0.47169799999999995,0.004226,0.045956,0.000617,0.001032,0.0,0.00073,0.656566,0.0,0.0,0,1,0,0,X5VdBuPs23YyS0n7,-27.65,0.60654
322774,4,0,14,181.0,231.0,181.0,121.0,2902.944305,1,9,12,0,4,2,200.0,0.0,0.0,0.0,0.0,92.68333299999999,1,25,0,0,0,5,178.5,38.971143,-20.0,0.047619,0.038844,0.35380500000000004,0.018251,0.245283,0.010306999999999998,0.0,0.0,0.0,0.0,0.014237,0.252525,0.0,0.0,0,0,0,0,37iWlxwytspD9Y2O,-55.0,0.601374
322877,4,0,49,493.7,451.3,391.2,511.0,8333.355416,1,0,0,0,4,2,1000.0,0.0,18052.34834,70.633333,0.0,92.65,1,26,0,0,0,13,461.8,46.186741,5.766667,0.175824,0.100488,0.365464,0.052391999999999994,0.018868,0.051534,0.0,0.111404,0.01535,0.0,0.014232,0.262626,0.0,0.0,0,0,0,0,MbpDJYQnuPqj6Edt,81.1,0.627084
322982,4,0,22,61.75,94.6,175.45,131.4,632.393048,1,0,0,0,4,4,80.0,0.0,632.42986,5.9166669999999995,8.333333,54.816667,2,24,0,0,0,1,115.8,42.34479,23.216667,0.076923,0.025200999999999998,0.373361,0.0039759999999999995,0.018868,0.004123,0.0,0.0039030000000000002,0.001286,0.001968,0.008421,0.24242399999999997,0.0,0.0,1,0,0,0,pzOumbrL5G7hfBYa,-38.45,0.6045
323010,4,0,36,107.86,150.86,102.7,96.92,3362.562863,0,3,12,0,4,2,10.06,0.0,3308.490429,36.183333000000005,0.0,78.95,1,27,0,0,0,14,114.585,21.297926999999998,-3.646667,0.12820499999999999,0.024937,0.361205,0.021141,0.245283,0.000518,0.0,0.020416999999999998,0.007864,0.0,0.012128,0.272727,0.0,0.0,0,0,0,0,BbmLkeH5XuKESing,-24.39,0.607156
323023,4,0,131,82.05,117.2,56.0,56.0,923.488018,0,6,12,0,3,3,80.05,0.0,700.121473,39.133333,0.0,166.583333,2,36,0,0,0,6,77.8125,25.104292,-8.683333,0.47618999999999995,0.016936,0.358926,0.005806,0.245283,0.004125,0.0,0.004321,0.008505,0.0,0.025588999999999997,0.363636,0.0,0.0,0,0,0,0,u9JtWy2ezfTkbN3v,-17.575,0.6084430000000001
323212,4,0,18,127.1,121.3,134.8,181.15,1494.5564060000002,1,3,12,0,4,4,155.0,0.697861,1467.379255,72.95,0.0,127.816667,1,29,0,0,0,5,141.0875,23.620604999999998,18.016667,0.06227100000000001,0.030704000000000002,0.371008,0.009396,0.245283,0.007988,4e-05,0.009055,0.015854,0.0,0.019634,0.292929,0.0,0.0,0,1,0,0,JptawBEcgPUGTk4W,26.075,0.616689
323236,4,0,75,350.25,457.4,145.95,247.0,4680.315146,0,3,12,0,4,6,1435.0,0.0,2959.3703920000003,486.983333,453.166667,426.266667,1,36,0,0,0,13,300.15,116.01738600000002,-34.416667,0.27106199999999997,0.065314,0.347281,0.029425,0.245283,0.073952,0.0,0.018262999999999998,0.105834,0.10703599999999999,0.06548,0.363636,0.0,0.0,1,0,0,0,F6dkzSpHLX1PtQb9,-3.05,0.611187
323250,4,0,24,50.62,42.75,42.22,49.95,310.866146,0,0,0,0,4,3,90.0,400.0,70.345302,60.483332999999995,71.81666700000001,31.916666999999997,2,31,0,0,0,1,46.385,3.9116779999999998,-0.223333,0.084249,0.010097,0.362754,0.001954,0.018868,0.004638000000000001,0.022978,0.000434,0.013144999999999999,0.016963,0.004903,0.313131,0.0,0.0,1,1,0,0,rqm3bwR8Vx5iKn1S,7.8,0.613237
323354,4,0,47,16.2,16.9,16.0,36.1,340.215139,0,0,0,0,4,1,20.0,0.0,340.263742,17.766667,0.0,17.766667,1,27,0,0,0,3,21.3,8.551316,6.633333,0.168498,0.004639,0.36585700000000004,0.002139,0.018868,0.001031,0.0,0.0021,0.003861,0.0,0.002729,0.272727,0.0,0.0,0,0,0,0,JRxgAeNK0MOulTz3,9.7,0.613596
323365,4,0,78,106.0,86.0,111.0,115.91,648.782765,0,0,0,0,4,1,300.0,326.435086,0.0,0.0,0.0,123.66666699999999,1,30,0,0,0,5,104.7275,11.365860000000001,3.3033330000000003,0.282051,0.022792,0.36435,0.004079,0.018868,0.01546,0.018752,0.0,0.0,0.0,0.018997,0.30303,0.0,0.0,0,1,0,0,KUyIq08szlM6hE1N,12.455,0.614116
323427,4,0,51,26.2,32.9,26.5,26.45,619.585469,0,3,10,0,4,1,100.0,402.01741400000003,624.848555,19.45,0.0,22.85,1,39,0,0,0,3,28.0125,2.824087,0.083333,0.18315,0.0061,0.36289299999999997,0.0038950000000000005,0.20754699999999998,0.0051530000000000005,0.023094,0.003856,0.004227000000000001,0.0,0.00351,0.393939,0.0,0.0,0,1,0,0,5MNWcKLUIkw4fTqG,-3.375,0.6111260000000001
323487,4,0,73,266.0,266.0,266.0,266.0,0.0,0,0,0,0,4,6,600.0,0.0,876.231494,17.633333,0.0,168.35,1,36,0,0,0,13,266.0,0.0,0.0,0.263736,0.057884000000000005,0.36285500000000004,0.0,0.018868,0.030920999999999997,0.0,0.005407,0.003832,0.0,0.025861000000000002,0.363636,0.0,0.0,0,0,0,0,c3GydBsPeZogm0TH,0.0,0.6117630000000001
323590,4,0,22,80.3,88.7,115.1,89.6,1465.998709,1,0,0,0,4,1,100.0,185.617606,1473.805611,1.8166669999999998,0.0,1.8166669999999998,2,33,0,0,0,3,93.425,13.029078,3.1,0.076923,0.020333,0.36425799999999997,0.009217,0.018868,0.0051530000000000005,0.010662999999999999,0.009095,0.000395,0.0,0.000279,0.333333,0.0,0.0,0,1,0,0,hTmACwZt9id8yxaH,-16.95,0.6085619999999999
323628,4,0,29,95.98,96.0,96.0,96.0,0.0,0,3,12,0,4,2,0.02,0.0,115.61045800000001,7.966667,0.0,7.966667,1,49,0,0,0,5,95.995,0.00866,0.006667,0.10256400000000002,0.020891999999999997,0.362858,0.0,0.245283,1e-06,0.0,0.000713,0.001731,0.0,0.001224,0.494949,0.0,0.0,0,0,0,0,MeqrQYyXkD2G1lIi,-0.01,0.611762
323653,4,0,30,83.0,91.74,111.75,83.62,0.0,0,12,12,1,4,4,150.05,0.0,2882.371571,140.5,6.116667,274.216667,2,25,0,0,0,14,92.5275,11.621547999999999,0.20666700000000002,0.106227,0.020137000000000002,0.362948,0.0,0.245283,0.007732999999999999,0.0,0.017787999999999998,0.030534,0.0014449999999999999,0.042123,0.252525,0.0,0.0,1,0,0,0,87FaO2LsxdAXDwe6,-18.435,0.6082810000000001
323679,4,0,28,90.0,90.0,141.65,90.0,1411.041192,1,0,0,1,4,3,200.0,0.0,1401.1554609999998,18.95,0.0,19.566667000000002,1,49,0,0,0,2,102.9125,22.365106,0.0,0.098901,0.022397,0.36285500000000004,0.008870999999999999,0.018868,0.010306999999999998,0.0,0.008647,0.004118,0.0,0.003006,0.494949,0.0,0.0,0,0,0,0,B15cyHLTUvxdIm97,-25.825,0.606885
323715,4,0,69,192.0,265.3,313.5,192.0,1573.9899289999998,1,1,24,0,4,2,200.0,450.0,0.0,0.0,0.0,124.9,1,54,0,0,0,5,240.7,51.595494,0.0,0.24908400000000003,0.052377999999999994,0.36285500000000004,0.009895999999999999,0.47169799999999995,0.010306999999999998,0.02585,0.0,0.0,0.0,0.019186,0.545455,0.0,0.0,0,1,0,0,P3undBWYmSCklOyq,-97.4,0.593364
323765,4,1,63,156.0,156.0,156.0,206.1,387.718804,0,3,12,0,4,1,300.0,0.0,5948.323059,67.31666700000001,0.0,70.333333,1,27,0,0,0,12,168.525,21.693935999999997,16.7,0.227106,0.036674,0.37041199999999996,0.002438,0.245283,0.01546,0.0,0.036708,0.01463,0.0,0.010804000000000001,0.272727,0.0,0.0,0,0,0,0,9xL8ljiXGZWcUFJC,25.05,0.616496
323789,4,0,6,40.45,53.65,41.35,105.85,581.806284,0,3,12,1,4,1,0.05,320.380508,419.633325,106.61666699999999,27.383333,151.3,1,50,0,0,0,6,60.325,26.79621,21.8,0.018315,0.013131,0.37272,0.003658,0.245283,3e-06,0.018404,0.00259,0.02317,0.006468000000000001,0.023242,0.505051,0.0,0.0,1,1,0,0,IhYRGJwg1rXy9KLp,25.65,0.616609
323814,4,0,81,336.0,166.0,106.09,107.5,4577.077999,0,9,12,0,4,3,430.0,0.0,2721.4798739999997,72.116667,0.0,264.316667,1,35,1,1,0,5,178.8975,93.869692,-76.166667,0.29304,0.038931,0.328389,0.028776,0.245283,0.02216,0.0,0.016794999999999997,0.015673,0.0,0.040603,0.353535,0.027027,0.0,0,0,1,0,T1KhkMN0tvlCpmPB,85.705,0.627954
323856,4,1,81,172.51,300.72,192.94,150.97,2268.94375,1,0,0,0,4,2,200.08,0.0,2270.671997,77.05,0.0,78.333333,2,38,0,0,0,5,204.285,57.620652,-7.18,0.29304,0.044455,0.359606,0.014265,0.018868,0.010311,0.0,0.014013,0.016745,0.0,0.012033,0.383838,0.0,0.0,0,0,0,0,a5TdYVzlEMZqD2IK,-85.09,0.5956899999999999
324153,4,0,134,93.4,75.95,77.6,94.55,756.106397,0,1,36,0,3,2,100.0,800.0,482.06925,86.68333299999999,80.083333,149.76666699999998,1,43,0,0,0,0,85.375,8.629347000000001,0.383333,0.487179,0.018581,0.363028,0.0047539999999999995,0.698113,0.0051530000000000005,0.045956,0.002975,0.018838,0.018915,0.023006,0.43434300000000003,0.0,0.0,1,1,0,0,b5kXjrWh01q7J8Kt,17.2,0.615013
324657,4,1,102,231.1,231.4,231.0,231.2,2175.585341,0,3,12,1,4,1,100.0,6656.0,2197.105125,184.216667,0.0,253.8,1,54,0,0,0,13,231.175,0.147902,0.033333,0.369963,0.050306000000000003,0.36286999999999997,0.013678000000000001,0.245283,0.0051530000000000005,0.382353,0.013559,0.040035,0.0,0.038987,0.545455,0.0,0.0,0,1,0,0,9VgyoM2H0DnAsRXz,-0.05,0.611754
324775,4,0,83,140.0,78.6,76.0,56.0,10129.91831,0,0,0,0,4,1,100.0,114.02128799999998,3177.6690719999997,9.566667,0.0,15.3,2,32,0,0,0,6,87.65,31.463749,-28.0,0.30036599999999997,0.019076,0.35018499999999997,0.063687,0.018868,0.0051530000000000005,0.00655,0.01961,0.002079,0.0,0.00235,0.323232,0.0,0.0,0,1,0,0,fEPvF73Xqs4A5Hho,20.7,0.6156739999999999
324788,4,0,24,192.1,151.0,204.7,151.1,8818.006505,0,1,24,0,4,1,100.0,34.478182000000004,37645.63371,105.86666699999999,22.916667,135.3,1,21,0,0,0,14,174.725,24.090493,-13.666667000000002,0.084249,0.038023,0.356671,0.055438999999999995,0.47169799999999995,0.0051530000000000005,0.0019809999999999997,0.232317,0.023007,0.005413,0.020784,0.212121,0.0,0.0,1,1,0,0,7fFuoBe6LJDO91rA,-6.25,0.610583
324869,4,0,11,96.0,86.1,102.75,110.2,1067.808624,0,3,12,0,4,2,80.0,44.382944,1093.358482,66.983333,0.0,153.95,1,30,1,2,0,4,98.7625,8.869708000000001,4.733333,0.03663,0.021494,0.36499699999999996,0.006712999999999999,0.245283,0.004123,0.00255,0.0067469999999999995,0.014556999999999999,0.0,0.023649,0.30303,0.054054,0.0,0,1,1,0,4R9tywsGzCO3uW72,8.675,0.613402
324895,4,0,72,152.27,171.46,139.36,166.0,1125.905027,0,3,12,0,4,4,110.04,1505.7037289999998,1131.4138189999999,185.85,33.666667,186.85,1,0,0,0,0,13,157.2725,12.483360000000001,4.576667,0.260073,0.034225,0.36492600000000003,0.007079,0.245283,0.005671,0.086495,0.0069819999999999995,0.040389999999999995,0.007951999999999999,0.028702999999999996,0.0,0.0,0.0,1,1,0,0,sINtAHP3lTpe4ifB,3.725,0.612467
324925,4,0,9,103.02,86.0,86.0,86.0,1308.4633880000001,0,3,12,0,4,1,100.0,158.602605,1308.9907449999998,2.7,0.0,2.7,0,0,0,0,0,5,90.255,7.369876,-5.673333,0.029304000000000004,0.019643,0.360288,0.008226,0.245283,0.0051530000000000005,0.009111,0.008078,0.000587,0.0,0.00041500000000000006,0.0,0.0,0.0,0,1,0,0,O8jf1xGsBcaJFEwM,8.51,0.613371
324971,4,0,134,146.0,146.0,145.95,158.0,1484.794009,0,0,0,0,4,3,200.0,962.993935,0.0,0.0,0.0,47.283333,1,39,0,0,0,4,148.9875,5.203409,4.0,0.487179,0.032423,0.364665,0.009335,0.018868,0.010306999999999998,0.05531900000000001,0.0,0.0,0.0,0.0072629999999999995,0.393939,0.0,0.0,0,1,0,0,2zVdGw0Z49rBpUxK,6.025,0.6129020000000001
324984,4,0,29,115.97,194.3,277.0,306.06,2245.2178559999998,0,0,0,0,4,1,230.0,857.578902,2300.541988,8.7,2.833333,8.7,0,28,0,0,0,3,223.3325,74.319634,63.363333,0.10256400000000002,0.048599,0.391527,0.014116,0.018868,0.011853,0.049263,0.014197,0.001891,0.000669,0.001336,0.282828,0.0,0.0,1,1,0,0,oHbNTm780PdIJgQR,-24.635,0.60711
325007,4,0,77,240.0,240.0,240.0,240.2,974.697195,0,1,24,1,4,3,350.0,800.0,974.835842,12.65,0.0,29.283333000000002,1,37,0,0,0,0,240.05,0.086603,0.06666699999999999,0.278388,0.052237,0.362885,0.006128,0.47169799999999995,0.018037,0.045956,0.006016,0.0027489999999999997,0.0,0.004497999999999999,0.373737,0.0,0.0,0,1,0,0,0GhSKuwgxIt6res5,0.1,0.6117819999999999
325113,4,0,77,296.0,296.1,296.2,196.1,2437.696711,0,1,36,0,4,2,200.0,2827.763438,2288.932597,122.86666699999999,0.0,298.766667,1,31,0,0,0,11,271.1,43.301328000000005,-33.3,0.278388,0.058993,0.34778600000000004,0.015326,0.698113,0.010306999999999998,0.16244,0.014125,0.026701999999999997,0.0,0.045895,0.313131,0.0,0.0,0,1,0,0,jaxw8YeIUWfO61SQ,-50.1,0.602299
325198,4,0,88,195.98,196.44,31.04,322.2,567.639454,0,0,0,0,4,2,196.52,1182.744655,562.150412,175.316667,0.0,175.316667,2,41,1,1,0,12,186.415,103.40569,42.073333,0.318681,0.040567,0.381893,0.0035689999999999997,0.018868,0.010126999999999999,0.06794299999999999,0.003469,0.038100999999999996,0.0,0.026931,0.414141,0.027027,0.0,0,1,1,0,6zVUXm8sH5dWEqFP,145.35,0.639221
325247,4,0,90,314.0,314.0,314.1,344.0,6144.0,0,9,12,0,4,1,50.0,0.0,60242.491610000005,9.25,0.0,18.516667,1,36,0,0,0,5,321.525,12.976011999999999,10.0,0.326007,0.069965,0.36738000000000004,0.038627999999999996,0.245283,0.002577,0.0,0.371766,0.00201,0.0,0.002844,0.363636,0.0,0.0,0,0,0,0,0XlDNdax4ircCzYV,14.95,0.614588
325274,4,0,97,65.5,61.6,72.7,57.3,261.828909,0,0,0,0,4,2,110.0,450.0,261.93915499999997,49.266667,18.833333,33.683333000000005,1,52,0,0,0,1,64.275,5.663204,-2.733333,0.351648,0.01399,0.361618,0.0016460000000000001,0.018868,0.0056689999999999996,0.02585,0.001616,0.010707,0.004448,0.005174,0.525253,0.0,0.0,1,1,0,0,18fmeB3gytjrGHIE,-5.75,0.610677
325326,4,0,35,35.28,105.7,34.6,38.96,6.310574,1,0,0,0,4,1,0.07,0.0,6.1077129999999995,54.583332999999996,13.483332999999998,41.1,2,33,0,0,0,2,53.635,30.105469,1.226667,0.12454200000000001,0.011675,0.36341,4e-05,0.018868,4e-06,0.0,3.8e-05,0.011862000000000001,0.0031850000000000003,0.006314,0.333333,0.0,0.0,1,0,0,0,dI3rW0ESoG1JkXYK,-33.03,0.605524
325351,4,0,9,165.91,167.89,115.92,167.01,0.0,0,1,24,0,4,3,200.09,0.0,171.49961000000002,0.4,0.0,0.4,1,27,0,0,0,13,154.1825,22.101999,0.366667,0.029304000000000004,0.033553,0.363021,0.0,0.47169799999999995,0.010311,0.0,0.001058,8.7e-05,0.0,6.1e-05,0.272727,0.0,0.0,0,0,0,0,Dc259hJXYTebaPgH,24.555,0.616402
325402,4,0,27,436.0,496.0,176.0,476.0,10547.95652,0,0,0,0,4,6,500.0,0.0,10651.241090000001,22.433332999999998,0.0,36.416667,2,39,0,0,0,12,396.0,128.840987,13.333332999999998,0.095238,0.08617000000000001,0.368888,0.066315,0.018868,0.025767,0.0,0.06573,0.004875,0.0,0.005594,0.393939,0.0,0.0,0,0,0,0,ULSpTgyjGsY7ruAN,120.0,0.634432
325570,4,0,61,126.0,126.3,126.0,126.1,33.891103,0,1,24,0,4,2,100.0,1444.0674609999999,33.987505999999996,21.45,0.0,58.683333,1,36,0,0,0,4,126.1,0.122474,0.033333,0.21978000000000003,0.027443000000000002,0.36286999999999997,0.000213,0.47169799999999995,0.0051530000000000005,0.082954,0.00021,0.0046619999999999995,0.0,0.009015,0.363636,0.0,0.0,0,1,0,0,OBNeXK3oA0aUD6TI,-0.1,0.611745
325600,4,0,38,214.1,266.0,395.9,326.0,4030.201911,1,1,24,0,4,2,300.0,0.0,2023.8577129999999,3.566667,0.0,74.583333,1,33,0,0,0,12,300.5,67.8355,37.3,0.13553099999999998,0.06539,0.379733,0.025338,0.47169799999999995,0.01546,0.0,0.012490000000000001,0.000775,0.0,0.011457,0.333333,0.0,0.0,0,0,0,0,8Oawp6sAt2JqDZmb,-60.9,0.600259
325662,4,0,19,126.0,172.78,126.0,126.0,685.6409480000001,0,0,0,0,4,3,300.0,0.0,685.969566,21.633333,0.0,24.766667,2,26,0,0,0,14,137.695,20.256334,0.0,0.065934,0.029966000000000003,0.36285500000000004,0.004311,0.018868,0.01546,0.0,0.004233,0.0047009999999999994,0.0,0.003804,0.262626,0.0,0.0,0,0,0,0,YZNmir67SjaBAovF,-23.39,0.607345
325709,4,0,36,530.0,170.0,169.95,196.95,7939.81601,1,12,11,0,4,7,580.0,0.0,7949.352166,146.833333,0.0,154.533333,0,28,0,0,0,0,266.725,152.400297,-111.016667,0.12820499999999999,0.058040999999999995,0.312619,0.049918000000000004,0.226415,0.029889999999999996,0.0,0.049056999999999996,0.031911,0.0,0.023738,0.282828,0.0,0.0,0,0,0,0,fDhK6EVcXaHMnvZ2,193.5,0.648316
325949,4,0,34,146.13,178.3,248.7,201.0,1244.945775,0,1,24,0,4,4,120.0,83.48850300000001,994.5484439999999,15.933333,0.0,140.23333300000002,1,28,0,0,0,5,193.5325,37.343817,18.29,0.120879,0.042115,0.371131,0.007826999999999999,0.47169799999999995,0.006184,0.004796,0.006138,0.0034630000000000004,0.0,0.021542,0.282828,0.0,0.0,0,1,0,0,xE7HyQXnr2sRhk0o,-39.935,0.60422
326014,4,0,18,528.0,535.2,379.2,370.65,8742.444829,1,12,18,0,4,7,510.0,0.0,8761.514359,12.933333,0.0,12.933333,0,28,0,0,0,13,453.2625,78.43712,-52.45,0.06227100000000001,0.09863,0.339121,0.054964,0.358491,0.026282,0.0,0.054069000000000006,0.002811,0.0,0.001987,0.282828,0.0,0.0,0,0,0,0,GHSltXaZJ2T4N8D6,-7.875,0.610276
326041,4,0,83,93.2,100.55,207.85,210.85,304.437826,0,3,12,0,4,1,0.05,20.03182,304.306164,217.26666699999998,64.7,160.05,1,58,0,0,0,0,153.1125,56.307497,39.216667,0.30036599999999997,0.033319999999999995,0.380601,0.0019140000000000001,0.245283,3e-06,0.001151,0.0018780000000000001,0.047218,0.015281999999999999,0.024586,0.585859,0.0,0.0,1,1,0,0,EAemkRVz7w85nJIK,-2.175,0.6113529999999999
326088,4,0,22,168.6,232.7,155.0,155.0,4051.7359939999997,0,1,24,0,4,3,180.0,0.0,4105.848083,34.766667,0.0,34.766667,2,47,0,0,0,4,177.825,32.164916999999996,-4.533333,0.076923,0.038697,0.360804,0.025473,0.47169799999999995,0.009276000000000001,0.0,0.025338,0.007556,0.0,0.005340999999999999,0.47474700000000003,0.0,0.0,0,0,0,0,ICxYoFcGvrphAeLQ,-32.05,0.605709
326161,4,0,71,109.0,109.45,142.3,123.25,1074.549145,0,3,12,0,4,2,137.3,719.058849,916.119241,151.316667,0.0,209.633333,2,29,0,0,0,5,121.0,13.566088,4.75,0.25640999999999997,0.026333,0.365004,0.006756,0.245283,0.007076000000000001,0.041306,0.005654,0.032885000000000005,0.0,0.032202,0.292929,0.0,0.0,0,1,0,0,08XR1qln39sCPBmh,-9.75,0.6099220000000001
326238,4,0,98,195.93,164.58,156.59,166.09,3798.00136,0,0,0,0,4,2,164.37,0.0,3006.478272,222.7,0.0,265.366667,1,48,0,0,0,12,170.7975,14.952537,-9.946667,0.355311,0.037168,0.358354,0.023878,0.018868,0.008471,0.0,0.018553,0.048398000000000004,0.0,0.040764,0.48484799999999995,0.0,0.0,0,0,0,0,GC2w9T4ciMJhHXfy,20.425,0.615622
326527,4,0,62,254.97,238.53,159.4,110.0,3417.6641979999995,0,1,12,0,4,2,0.03,0.0,2386.9887350000004,78.75,0.0,150.366667,2,32,0,0,0,13,190.725,58.97143199999999,-48.323333,0.22344299999999997,0.041504,0.340988,0.021487,0.245283,2e-06,0.0,0.014730000000000002,0.017113999999999997,0.0,0.023098,0.323232,0.0,0.0,0,0,0,0,s7C6TlIKVRdQPhab,-16.48,0.60865
326668,4,0,41,43.5,26.4,59.1,59.0,337.269245,0,0,0,0,4,2,40.0,0.0,337.272373,55.6,10.55,45.05,1,59,0,0,0,2,47.0,13.481654,5.1666669999999995,0.14652,0.010231,0.365193,0.00212,0.018868,0.002061,0.0,0.002081,0.012083,0.0024920000000000003,0.00692,0.59596,0.0,0.0,1,0,0,0,UcN1ziIQTWKH0ahd,8.5,0.6133689999999999
326770,4,0,51,114.55,80.0,114.3,114.0,2048.0,0,12,24,1,4,3,200.0,0.0,5019.440686999999,302.65,26.233333000000002,345.7,2,27,1,2,12000,12,105.7125,14.846395999999999,-0.183333,0.18315,0.023006,0.362772,0.012875999999999999,0.47169799999999995,0.010306999999999998,0.0,0.030976,0.065773,0.006196,0.053104,0.272727,0.054054,0.021200999999999998,1,0,1,1,RkjvsM2wLK9BIqEF,17.125,0.6149979999999999
326807,4,0,10,100.1,100.1,103.24,100.1,1131.233462,0,12,24,0,4,2,250.0,993.606286,856.2322939999999,9.033333,0.0,13.983332999999998,2,23,0,0,0,13,100.885,1.35966,0.0,0.032967,0.021956,0.36285500000000004,0.007112,0.47169799999999995,0.012884,0.057078,0.0052840000000000005,0.001963,0.0,0.002148,0.232323,0.0,0.0,0,1,0,0,3XVncuRCygKrStdw,-1.57,0.611467
326819,4,0,8,33.1,0.0,2.0,2.0,0.0,0,0,0,0,2,4,50.0,0.0,0.0,0.0,0.0,12.75,1,25,1,1,0,1,9.275,13.779582000000001,-10.366667,0.025641000000000004,0.002023,0.358164,0.0,0.018868,0.002577,0.0,0.0,0.0,0.0,0.001959,0.252525,0.027027,0.0,0,0,1,0,e4vuar3Zb2JqCznT,16.55,0.6148899999999999
326866,4,1,109,126.0,126.0,126.0,186.0,297.782011,0,3,12,0,3,2,200.0,1774.0,298.552983,180.383333,0.0,329.866667,2,32,0,0,0,14,141.0,25.980762,20.0,0.395604,0.030685000000000004,0.37190500000000004,0.001872,0.245283,0.010306999999999998,0.10190700000000001,0.001842,0.039202,0.0,0.050672,0.323232,0.0,0.0,0,1,0,0,MPUsxTCNJkViBDj7,30.0,0.6174310000000001
326882,4,0,67,36.0,-0.06,66.0,42.94,0.11535,0,0,0,0,4,1,30.0,0.0,0.11535,1.05,0.0,1.05,1,22,0,0,0,3,36.22,23.708087,2.313333,0.241758,0.007885,0.363902,1e-06,0.018868,0.001546,0.0,1e-06,0.00022799999999999999,0.0,0.000161,0.22222199999999998,0.0,0.0,0,0,0,0,Kx1GpZL8CIgNEh9m,6.5,0.612991
326906,4,1,66,224.95,177.55,138.05,231.85,2087.746044,1,0,0,0,4,2,200.0,0.0,956.944483,218.583333,186.583333,147.316667,2,32,0,0,0,4,193.1,38.040406,2.3,0.23809499999999997,0.042020999999999996,0.363896,0.013125999999999999,0.018868,0.010306999999999998,0.0,0.005905,0.047504000000000005,0.04407,0.02263,0.323232,0.0,0.0,1,0,0,0,2JeMo0zTW3bI8ULy,70.6,0.6251
326918,4,0,70,168.8,252.75,122.7,116.75,2019.65171,1,12,26,0,4,2,200.0,0.0,55.831813000000004,8.05,0.0,100.4,1,42,0,0,0,0,165.25,54.386591,-17.35,0.252747,0.035961,0.355004,0.012698000000000001,0.509434,0.010306999999999998,0.0,0.00034500000000000004,0.001749,0.0,0.015423,0.424242,0.0,0.0,0,0,0,0,H7Zy6qDsvfwmXxFd,-44.95,0.603272
326955,4,0,19,474.96,155.0,108.0,108.1,3478.252651,0,0,0,0,4,1,100.0,0.0,2268.289559,51.65,0.633333,72.35,1,0,0,0,0,13,211.515,153.302993,-122.286667,0.065934,0.046028,0.307519,0.021868000000000002,0.018868,0.0051530000000000005,0.0,0.013997999999999998,0.011225,0.00015,0.011114,0.0,0.0,0.0,1,0,0,0,BVS0y8bdUqgaHcuk,160.03,0.641994
326967,4,0,69,277.6,131.94,136.0,136.3,5548.1006560000005,0,3,12,0,4,2,81.34,1302.7849429999999,5438.426267,26.783333000000002,15.3,50.55,1,32,0,0,0,4,170.46,61.881271999999996,-47.1,0.24908400000000003,0.037094999999999996,0.341542,0.034881,0.245283,0.004192,0.074838,0.033561,0.005821,0.003614,0.007765,0.323232,0.0,0.0,1,1,0,0,p9tdYBLfARv5lF6b,72.98,0.62555
327019,4,0,41,454.94,689.2,239.0,498.99,7189.953681999999,1,0,0,0,4,6,480.0,0.0,0.0,0.0,0.0,40.483333,1,27,0,0,0,13,470.5325,160.059153,14.683333,0.14652,0.10238799999999999,0.36949899999999997,0.045204,0.018868,0.024736,0.0,0.0,0.0,0.0,0.006219,0.272727,0.0,0.0,0,0,0,0,d8EKT9AHxatfUvlb,12.865,0.6141939999999999
327043,4,0,69,185.0,185.0,186.2,185.9,0.0,0,3,12,0,4,1,100.0,0.0,20349.76869,109.78333300000001,0.0,129.383333,1,34,0,0,0,5,185.525,0.5356069999999999,0.3,0.24908400000000003,0.040373,0.362991,0.0,0.245283,0.0051530000000000005,0.0,0.125582,0.023859,0.0,0.019875,0.343434,0.0,0.0,0,0,0,0,hQZz1XpB6rnsoj3e,-0.15,0.611735
